product_id,product_name,product_description,product_version,category_id,warranty_period
19,Stronghold,Function-based needs-based encryption,17,20,+00-06
44,Wrapsafe,Cross-platform homogeneous groupware,868,20,+00-06
59,Otcom,Progressive bifurcated info-mediaries,46,20,+00-06
85,Transcof,Organic neutral alliance,313,20,+00-06
87,It,Versatile foreground strategy,44,20,+00-06
91,Transcof,Realigned intangible collaboration,570,20,+00-06
106,Regrant,Front-line intangible portal,199,20,+00-06
110,Span,Seamless modular local area network,42,20,+00-06
141,Bamity,Assimilated static concept,84,20,+00-06
144,Prodder,Stand-alone encompassing instruction set,247,20,+00-06
148,Keylex,Multi-lateral user-facing database,492,20,+00-06
166,Zontrax,Self-enabling optimizing neural-net,483,20,+00-06
199,Matsoft,Managed 4th generation knowledge user,699,20,+00-06
203,Viva,Reactive tertiary contingency,66,20,+00-06
213,Flexidy,Team-oriented systemic encoding,64,20,+00-06
261,Temp,Total zero administration structure,98,20,+00-06
281,Quo Lux,Face to face regional functionalities,182,20,+00-06
283,Bytecard,Versatile explicit interface,826,20,+00-06
288,Stringtough,Customizable dynamic ability,45,20,+00-06
307,Overhold,Stand-alone methodical algorithm,69,20,+00-06
320,Domainer,Synergistic systematic archive,18,20,+00-06
325,Zamit,Ergonomic solution-oriented productivity,12,20,+00-06
367,Tresom,Managed cohesive moderator,58,20,+00-06
407,Voltsillam,Networked mobile moratorium,541,20,+00-06
454,Bitwolf,Decentralized actuating ability,89,20,+00-06
482,Wrapsafe,Centralized multi-tasking infrastructure,28,20,+00-06
538,Tin,Assimilated fresh-thinking paradigm,897,20,+00-06
549,Zontrax,Secured systemic intranet,629,20,+00-06
558,Veribet,Quality-focused needs-based groupware,93,20,+00-06
630,Tres-Zap,Ergonomic bottom-line help-desk,789,20,+00-06
678,Tempsoft,Cross-group real-time budgetary management,46,20,+00-06
711,Transcof,Compatible eco-centric paradigm,43,20,+00-06
757,Stronghold,Synergistic non-volatile database,128,20,+00-06
774,Greenlam,Customer-focused uniform portal,878,20,+00-06
785,Treeflex,De-engineered holistic matrix,540,20,+00-06
790,Sonsing,Fully-configurable discrete help-desk,65,20,+00-06
837,Holdlamis,Re-engineered scalable benchmark,430,20,+00-06
848,Home Ing,Phased context-sensitive help-desk,91,20,+00-06
885,Hatity,Synchronised cohesive superstructure,32,20,+00-06
895,Job,Optimized system-worthy benchmark,58,20,+00-06
972,Biodex,Grass-roots fresh-thinking local area network,73,20,+00-06
978,Flexidy,Open-source tangible emulation,18,20,+00-06
